Symbol,Stock Exchange,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
APDN,NASDAQ,Applied DNA Sciences Inc,1.5,$39.53M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn
AGTC,NASDAQ,Applied Genetic Technologies Corporation,5.85,$105.79M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc
AMAT,NASDAQ,"Applied Materials, Inc.",43.44,$46.91B,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat
AAOI,NASDAQ,"Applied Optoelectronics, Inc.",65.5,$1.24B,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi
AREX,NASDAQ,Approach Resources Inc.,2.92,$251.95M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex
APTI,NASDAQ,"Apptio, Inc.",14.035,$542.51M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apti
APRI,NASDAQ,"Apricus Biosciences, Inc.",1.1,$14.05M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri
APVO,NASDAQ,Aptevo Therapeutics Inc.,2.07,$43.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo
APTO,NASDAQ,"Aptose Biosciences, Inc.",1.05,$19.89M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto
AQMS,NASDAQ,"Aqua Metals, Inc.",12.33,$248.35M,2015,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms
AQB,NASDAQ,"AquaBounty Technologies, Inc.",8.29,$73.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aqb
AQXP,NASDAQ,"Aquinox Pharmaceuticals, Inc.",14.63,$342.68M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp
ARDM,NASDAQ,Aradigm Corporation,0.898,$13.46M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm
ARLZ,NASDAQ,Aralez Pharmaceuticals Inc.,1.55,$101.81M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz
PETX,NASDAQ,"Aratana Therapeutics, Inc.",6.42,$275.79M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
ABUS,NASDAQ,Arbutus Biopharma Corporation,3.375,$185.71M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus
ARCW,NASDAQ,"ARC Group Worldwide, Inc.",3.05,$57.47M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw
ABIO,NASDAQ,"ARCA biopharma, Inc.",2.3705,$21.77M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio
RKDA,NASDAQ,"Arcadia Biosciences, Inc.",0.82,$34.99M,2015,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda
ARCB,NASDAQ,ArcBest Corporation,17.65,$456M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb
ACGL,NASDAQ,Arch Capital Group Ltd.,95.18,$11.71B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl
APLP,NASDAQ,"Archrock Partners, L.P.",16.07,$1.05B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp
ARDX,NASDAQ,"Ardelyx, Inc.",7.4,$350.66M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
ARNA,NASDAQ,"Arena Pharmaceuticals, Inc.",1.2,$380.92M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
ARCC,NASDAQ,Ares Capital Corporation,16.33,$6.96B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
AGII,NASDAQ,"Argo Group International Holdings, Ltd.",63.8,$1.93B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
ARGS,NASDAQ,"Argos Therapeutics, Inc.",0.4301,$17.79M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
ARIS,NASDAQ,"ARI Network Services, Inc.",5.12,$89.74M,1991,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris
ARKR,NASDAQ,Ark Restaurants Corp.,25.77,$88.28M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr
ARTX,NASDAQ,Arotech Corporation,3.15,$83.25M,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
ARQL,NASDAQ,"ArQule, Inc.",1.02,$72.57M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ARRY,NASDAQ,Array BioPharma Inc.,8.305,$1.4B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
ARRS,NASDAQ,ARRIS International plc,28.01,$5.26B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
DWAT,NASDAQ,Arrow DWA Tactical ETF,10.79,$9.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
AROW,NASDAQ,Arrow Financial Corporation,32.825,$443.29M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
ARWR,NASDAQ,"Arrowhead Pharmaceuticals, Inc.",1.7,$127.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr
ARTNA,NASDAQ,Artesian Resources Corporation,36.385,$332.77M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTW,NASDAQ,"Art&#39;s-Way Manufacturing Co., Inc.",3.15,$13.09M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ASBB,NASDAQ,"ASB Bancorp, Inc.",41.125,$155.78M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,NASDAQ,"Ascena Retail Group, Inc.",2.98,$580.92M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASND,NASDAQ,Ascendis Pharma A/S,28.55,$927.95M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
ASCMA,NASDAQ,"Ascent Capital Group, Inc.",13.06,$161.28M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
APWC,NASDAQ,Asia Pacific Wire & Cable Corporation Limited,2.85,$39.39M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASML,NASDAQ,ASML Holding N.V.,135.47,$58.24B,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
AZPN,NASDAQ,"Aspen Technology, Inc.",58.38,$4.35B,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASMB,NASDAQ,"Assembly Biosciences, Inc.",22.42,$388.9M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASFI,NASDAQ,"Asta Funding, Inc.",7.2952,$47.87M,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASTE,NASDAQ,"Astec Industries, Inc.",56.87,$1.31B,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ATRO,NASDAQ,Astronics Corporation,30.38,$880.95M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ALOT,NASDAQ,"AstroNova, Inc.",14.8,$111.37M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ASTC,NASDAQ,Astrotech Corporation,1.13,$23.24M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,NASDAQ,Asure Software Inc,14.36,$123.93M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ASV,NASDAQ,"ASV Holdings, Inc.",7.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asv
ATAI,NASDAQ,ATA Inc.,3.56,$81.62M,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATRA,NASDAQ,"Atara Biotherapeutics, Inc.",15.25,$443.91M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
ATHN,NASDAQ,"athenahealth, Inc.",109.11,$4.35B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATHX,NASDAQ,"Athersys, Inc.",1.525,$169.76M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
AAPC,NASDAQ,Atlantic Alliance Partnership Corp.,10.5,$38.72M,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/aapc
AAME,NASDAQ,Atlantic American Corporation,3.55,$72.5M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACBI,NASDAQ,"Atlantic Capital Bancshares, Inc.",18.45,$471.09M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
ACFC,NASDAQ,Atlantic Coast Financial Corporation,7.78,$121.01M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ABY,NASDAQ,Atlantica Yield plc,19.89,$1.99B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
ATLC,NASDAQ,Atlanticus Holdings Corporation,2.47,$38.05M,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,NASDAQ,Atlas Air Worldwide Holdings,49.575,$1.25B,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,NASDAQ,"Atlas Financial Holdings, Inc.",14.3,$172.04M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
TEAM,NASDAQ,Atlassian Corporation Plc,36.82,$8.3B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
ATNI,NASDAQ,"ATN International, Inc.",64.11,$1.04B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATOM,NASDAQ,Atomera Incorporated,5.94,$71.9M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom
ATOS,NASDAQ,Atossa Genetics Inc.,0.565,$3.4M,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,NASDAQ,"AtriCure, Inc.",21.79,$739.69M,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,NASDAQ,Atrion Corporation,538,$988.2M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,NASDAQ,Attunity Ltd.,7.17,$121.16M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
LIFE,NASDAQ,"aTyr Pharma, Inc.",3.25,$77.18M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
AUBN,NASDAQ,"Auburn National Bancorporation, Inc.",34.22,$124.68M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
BOLD,NASDAQ,"Audentes Therapeutics, Inc.",15,$326.52M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold
AUDC,NASDAQ,AudioCodes Ltd.,6.5,$210.67M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AUPH,NASDAQ,Aurinia Pharmaceuticals Inc,7.675,$630.12M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
EARS,NASDAQ,Auris Medical Holding AG,0.6985,$30.96M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
ABTL,NASDAQ,Autobytel Inc.,12.47,$138.06M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,NASDAQ,"Autodesk, Inc.",95.4,$21.02B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,NASDAQ,"Automatic Data Processing, Inc.",97.16,$43.47B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AVDL,NASDAQ,Avadel Pharmaceuticals plc,10.2,$422.07M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl
AVEO,NASDAQ,"AVEO Pharmaceuticals, Inc.",0.59,$65.11M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVXS,NASDAQ,"AveXis, Inc.",76.595,$2.12B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
AVNW,NASDAQ,"Aviat Networks, Inc.",20.15,$106.92M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,NASDAQ,"Avid Technology, Inc.",5.55,$226.8M,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid
AVGR,NASDAQ,"Avinger, Inc.",0.4003,$9.57M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
AVIR,NASDAQ,"Aviragen Therapeutics, Inc.",0.5005,$19.34M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
CAR,NASDAQ,"Avis Budget Group, Inc.",25.03,$2.11B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AHPA,NASDAQ,Avista Healthcare Public Acquisition Corp.,9.8,$379.75M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpa
AWRE,NASDAQ,"Aware, Inc.",4.7338,$103.37M,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
AXAR,NASDAQ,Axar Acquisition Corp.,10.1,$85.91M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axar
ACLS,NASDAQ,"Axcelis Technologies, Inc.",21.1,$635.02M,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,NASDAQ,"AxoGen, Inc.",13.125,$434.38M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AAXN,NASDAQ,"Axon Enterprise, Inc.",25.97,$1.37B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aaxn
AXSM,NASDAQ,"Axsome Therapeutics, Inc.",4.175,$98.5M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm
AXTI,NASDAQ,AXT Inc,7.15,$275.85M,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
AZRX,NASDAQ,"AzurRx BioPharma, Inc.",3.53,$34M,2016,n/a,n/a,http://www.nasdaq.com/symbol/azrx
BCOM,NASDAQ,B Communications Ltd.,19.9992,$597.76M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
RILY,NASDAQ,"B. Riley Financial, Inc.",14.475,$281.76M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily
BOSC,NASDAQ,B.O.S. Better Online Solutions,2.09,$6.39M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BIDU,NASDAQ,"Baidu, Inc.",186.82,$64.88B,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,NASDAQ,Balchem Corporation,79.84,$2.54B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,NASDAQ,"Baldwin & Lyons, Inc.",24.42,$368.84M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BLDP,NASDAQ,"Ballard Power Systems, Inc.",2.77,$484.06M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANF,NASDAQ,BancFirst Corporation,94.95,$1.51B,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BCTF,NASDAQ,"Bancorp 34, Inc.",12.9699,$44.59M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf
BKMU,NASDAQ,Bank Mutual Corporation,9.4,$431.76M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,NASDAQ,Bank of Commerce Holdings (CA),11.15,$150.77M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,NASDAQ,Bank of Marin Bancorp,62.7,$385.54M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BMLP,NASDAQ,Bank Of Montreal,51.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmlp
BKSC,NASDAQ,Bank of South Carolina Corp.,20.0047,$99.27M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,NASDAQ,"Bank of the James Financial Group, Inc.",15.3928,$67.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,NASDAQ,Bank of the Ozarks,47.14,$5.73B,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,NASDAQ,BankFinancial Corporation,14.89,$273.67M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BWFG,NASDAQ,"Bankwell Financial Group, Inc.",36.78,$280.95M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
BANR,NASDAQ,Banner Corporation,55.38,$1.84B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BZUN,NASDAQ,Baozun Inc.,19.98,$1.06B,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
TAPR,NASDAQ,Barclays Inverse US Treasury Composite ETN,25.61,$17.43M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
BHAC,NASDAQ,Barington/Hilco Acquisition Corp.,10.2118,$48.51M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
BBSI,NASDAQ,"Barrett Business Services, Inc.",56.85,$412.26M,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,NASDAQ,"Bassett Furniture Industries, Incorporated",30.6,$328.04M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BYBK,NASDAQ,"Bay Bancorp, Inc.",7.25,$76.85M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BV,NASDAQ,"Bazaarvoice, Inc.",4.575,$382.69M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BCBP,NASDAQ,"BCB Bancorp, Inc. (NJ)",15.95,$180.07M,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BECN,NASDAQ,"Beacon Roofing Supply, Inc.",49,$2.95B,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BSF,NASDAQ,"Bear State Financial, Inc.",8.8875,$334.97M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
BBGI,NASDAQ,"Beasley Broadcast Group, Inc.",8.8,$253.76M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,NASDAQ,"bebe stores, inc.",5.71,$46.06M,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,NASDAQ,Bed Bath & Beyond Inc.,36.1,$5.24B,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BGNE,NASDAQ,"BeiGene, Ltd.",36.51,$1.46B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
BELFA,NASDAQ,Bel Fuse Inc.,21.51,$258.42M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BLPH,NASDAQ,"Bellerophon Therapeutics, Inc.",1.56,$51.46M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
BLCM,NASDAQ,"Bellicum Pharmaceuticals, Inc.",12.68,$419.75M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
BNCL,NASDAQ,"Beneficial Bancorp, Inc.",14.95,$1.14B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNFT,NASDAQ,"Benefitfocus, Inc.",31.15,$966.98M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNTC,NASDAQ,Benitec Biopharma Limited,2.5,$21.98M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
BYSI,NASDAQ,"BeyondSpring, Inc.",25.81,$586.09M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bysi
BGCP,NASDAQ,"BGC Partners, Inc.",11.43,$3.24B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGFV,NASDAQ,Big 5 Sporting Goods Corporation,13.8,$305.72M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BASI,NASDAQ,"Bioanalytical Systems, Inc.",1.579,$12.8M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
ORPN,NASDAQ,Bioblast Pharma Ltd.,0.5,$8.2M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
BIOC,NASDAQ,"Biocept, Inc.",1.5992,$35.63M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
BCRX,NASDAQ,"BioCryst Pharmaceuticals, Inc.",5.85,$470.46M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BDSI,NASDAQ,"BioDelivery Sciences International, Inc.",1.95,$106.85M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIIB,NASDAQ,Biogen Inc.,254.87,$54.06B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BIOL,NASDAQ,"Biolase, Inc.",1.2,$81.19M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLFS,NASDAQ,"BioLife Solutions, Inc.",2.25,$29.29M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
BOLT,NASDAQ,BioLight Life Sciences Ltd.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bolt
BLRX,NASDAQ,BioLineRx Ltd.,0.8467,$80.95M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BMRN,NASDAQ,BioMarin Pharmaceutical Inc.,89.85,$15.68B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BMRA,NASDAQ,"Biomerica, Inc.",2.54,$21.61M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bmra
BVXV,NASDAQ,BiondVax Pharmaceuticals Ltd.,7.3,$32.07M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxv
BPTH,NASDAQ,"Bio-Path Holdings, Inc.",0.54,$51.65M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpth
BIOP,NASDAQ,"Bioptix, Inc",3.61,$17.7M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/biop
BIOS,NASDAQ,"BioScrip, Inc.",1.735,$209.9M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BBC,NASDAQ,BioShares Biotechnology Clinical Trials Fund,22.2,$24.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbc
BBP,NASDAQ,BioShares Biotechnology Products Fund,37.19,$37.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbp
BSTC,NASDAQ,BioSpecifics Technologies Corp,56.12,$402.47M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
BSTG,NASDAQ,"Biostage, Inc.",0.3153,$11.7M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bstg
BSPM,NASDAQ,"Biostar Pharmaceuticals, Inc.",1.78,$4.74M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
TECH,NASDAQ,Bio-Techne Corp,110.41,$4.12B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tech
BEAT,NASDAQ,"BioTelemetry, Inc.",28.1,$805.21M,2008,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/beat
BIVV,NASDAQ,Bioverativ Inc.,55.05,$5.94B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bivv
BJRI,NASDAQ,"BJ&#39;s Restaurants, Inc.",44.55,$960.42M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
BBOX,NASDAQ,Black Box Corporation,8.8,$133.31M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
BDE,NASDAQ,"Black Diamond, Inc.",5.9,$177.08M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/bde
BLKB,NASDAQ,"Blackbaud, Inc.",79.82,$3.83B,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
BBRY,NASDAQ,BlackBerry Limited,9.345,$4.97B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bbry
HAWK,NASDAQ,"Blackhawk Network Holdings, Inc.",41.25,$2.32B,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk
BL,NASDAQ,"BlackLine, Inc.",31.93,$1.64B,2016,n/a,n/a,http://www.nasdaq.com/symbol/bl
BKCC,NASDAQ,BlackRock Capital Investment Corporation,7.47,$544.8M,2007,n/a,n/a,http://www.nasdaq.com/symbol/bkcc
ADRA,NASDAQ,BLDRS Asia 50 ADR Index Fund,30.22,$21.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adra
ADRD,NASDAQ,BLDRS Developed Markets 100 ADR Index Fund,22,$60.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adrd
ADRE,NASDAQ,BLDRS Emerging Markets 50 ADR Index Fund,38.56,$138.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adre
